status,age_group,region,region_cat,comorbidity_yes,comorbidity_no,comorbidity_tot_non_miss,comorbidity_prop,comorbidity_lb,comorbidity_ub,comorbidity,year
1,35-39,National,Wales,3319,41172,44491,7460,7217,7708,asthma_specific,2014
1,40-44,National,Wales,4106,47453,51559,7964,7731,8201,asthma_specific,2014
1,45-49,National,Wales,4385,50868,55253,7936,7712,8165,asthma_specific,2014
1,50-54,National,Wales,4146,49001,53147,7801,7574,8032,asthma_specific,2014
1,55-59,National,Wales,3664,43543,47207,7762,7522,8007,asthma_specific,2014
1,60-64,National,Wales,3345,42395,45740,7313,7076,7555,asthma_specific,2014
1,65-69,National,Wales,3377,43180,46557,7253,7019,7493,asthma_specific,2014
1,70-74,National,Wales,2540,31956,34496,7363,7090,7644,asthma_specific,2014
1,75-79,National,Wales,1982,25605,27587,7185,6883,7496,asthma_specific,2014
1,80-84,National,Wales,1238,18410,19648,6301,5965,6650,asthma_specific,2014
1,85-89,National,Wales,680,11404,12084,5627,5223,6053,asthma_specific,2014
1,90-99,National,Wales,276,6857,7133,3869,3434,4343,asthma_specific,2014
1,<=9,Local,North West,<5,suppressed,14537,7,0,38,liver,2019
1,10-14,Local,North West,<5,suppressed,9306,0,0,40,liver,2019
1,15-19,Local,North West,<5,suppressed,8219,49,13,125,liver,2019
1,20-24,Local,North West,<5,suppressed,7804,26,3,93,liver,2019
1,25-29,Local,North West,5,9669,9674,52,17,121,liver,2019
1,30-34,Local,North West,15,10492,10507,143,80,235,liver,2019
1,35-39,Local,North West,31,10310,10341,300,204,425,liver,2019
1,40-44,Local,North West,36,9414,9450,381,267,527,liver,2019
1,45-49,Local,North West,41,10535,10576,388,278,526,liver,2019
1,50-54,Local,North West,64,10913,10977,583,449,744,liver,2019
1,55-59,Local,North West,65,10071,10136,641,495,817,liver,2019
1,60-64,Local,North West,51,8006,8057,633,472,831,liver,2019
1,65-69,Local,North West,43,7221,7264,592,429,797,liver,2019
1,70-74,Local,North West,52,7225,7277,715,534,936,liver,2019
1,75-79,Local,North West,41,4823,4864,843,606,1142,liver,2019
1,80-84,Local,North West,28,3456,3484,804,535,1159,liver,2019
1,85-89,Local,North West,12,1958,1970,609,315,1062,liver,2019
1,90-99,Local,North West,7,1063,1070,654,263,1343,liver,2019
1,<=9,Local,Yorkshire & The Humber,0,416,416,0,0,883,liver,2019
1,10-14,Local,Yorkshire & The Humber,0,354,354,0,0,1037,liver,2019
1,15-19,Local,Yorkshire & The Humber,0,298,298,0,0,1230,liver,2019
1,20-24,Local,Yorkshire & The Humber,0,278,278,0,0,1318,liver,2019
1,25-29,Local,Yorkshire & The Humber,0,360,360,0,0,1019,liver,2019
1,30-34,Local,Yorkshire & The Humber,0,376,376,0,0,976,liver,2019
1,35-39,Local,Yorkshire & The Humber,0,351,351,0,0,1045,liver,2019
1,40-44,Local,Yorkshire & The Humber,0,293,293,0,0,1251,liver,2019
1,45-49,Local,Yorkshire & The Humber,<5,suppressed,457,219,6,1213,liver,2019
1,50-54,Local,Yorkshire & The Humber,<5,suppressed,496,202,5,1118,liver,2019
1,55-59,Local,Yorkshire & The Humber,<5,suppressed,472,424,51,1522,liver,2019
1,60-64,Local,Yorkshire & The Humber,<5,suppressed,423,236,6,1310,liver,2019
1,65-69,Local,Yorkshire & The Humber,<5,suppressed,391,256,6,1417,liver,2019
1,70-74,Local,Yorkshire & The Humber,<5,suppressed,357,560,68,2009,liver,2019
1,75-79,Local,Yorkshire & The Humber,<5,suppressed,239,1674,458,4230,liver,2019
1,80-84,Local,Yorkshire & The Humber,0,166,166,0,0,2198,liver,2019
1,85-89,Local,Yorkshire & The Humber,<5,suppressed,96,1042,26,5667,liver,2019
1,90-99,Local,Yorkshire & The Humber,0,72,72,0,0,4994,liver,2019
1,<=9,Local,West Midlands,<5,suppressed,14631,21,4,60,liver,2019
1,10-14,Local,West Midlands,<5,suppressed,9307,21,3,78,liver,2019
1,15-19,Local,West Midlands,5,8414,8419,59,19,139,liver,2019
1,20-24,Local,West Midlands,<5,suppressed,8079,50,13,127,liver,2019
1,25-29,Local,West Midlands,9,9856,9865,91,42,173,liver,2019
1,30-34,Local,West Midlands,9,10120,10129,89,41,169,liver,2019
1,35-39,Local,West Midlands,24,9862,9886,243,156,361,liver,2019
1,40-44,Local,West Midlands,17,9297,9314,183,106,292,liver,2019
1,45-49,Local,West Midlands,31,10713,10744,289,196,409,liver,2019
1,50-54,Local,West Midlands,47,11528,11575,406,298,540,liver,2019
1,55-59,Local,West Midlands,41,10330,10371,395,284,536,liver,2019
1,60-64,Local,West Midlands,55,8783,8838,622,469,809,liver,2019
1,65-69,Local,West Midlands,55,8078,8133,676,510,879,liver,2019
1,70-74,Local,West Midlands,44,8112,8156,539,392,724,liver,2019
1,75-79,Local,West Midlands,39,5688,5727,681,485,930,liver,2019
1,80-84,Local,West Midlands,10,4190,4200,238,114,437,liver,2019
1,85-89,Local,West Midlands,6,2365,2371,253,93,550,liver,2019
1,90-99,Local,West Midlands,<5,suppressed,1426,140,17,506,liver,2019
1,<=9,Local,East of England,<5,suppressed,3768,27,1,148,liver,2019
1,10-14,Local,East of England,<5,suppressed,2773,72,9,260,liver,2019
1,15-19,Local,East of England,0,2245,2245,0,0,164,liver,2019
1,20-24,Local,East of England,0,1624,1624,0,0,227,liver,2019
1,25-29,Local,East of England,<5,suppressed,1747,172,35,501,liver,2019
1,30-34,Local,East of England,<5,suppressed,1827,219,60,560,liver,2019
1,35-39,Local,East of England,<5,suppressed,2316,173,47,442,liver,2019
1,40-44,Local,East of England,<5,suppressed,2758,73,9,262,liver,2019
1,45-49,Local,East of England,8,2903,2911,275,119,541,liver,2019
1,50-54,Local,East of England,12,2884,2896,414,214,723,liver,2019
1,55-59,Local,East of England,14,2451,2465,568,311,951,liver,2019
1,60-64,Local,East of England,10,1877,1887,530,254,972,liver,2019
1,65-69,Local,East of England,13,1661,1674,777,414,1324,liver,2019
1,70-74,Local,East of England,14,1622,1636,856,469,1432,liver,2019
1,75-79,Local,East of England,<5,suppressed,1030,291,60,849,liver,2019
1,80-84,Local,East of England,<5,suppressed,854,468,128,1195,liver,2019
1,85-89,Local,East of England,<5,suppressed,578,346,42,1244,liver,2019
1,90-99,Local,East of England,<5,suppressed,422,237,6,1313,liver,2019
