status,age_group,region,region_cat,comorbidity_yes,comorbidity_no,comorbidity_tot_non_miss,comorbidity_prop,comorbidity_lb,comorbidity_ub,comorbidity,year
1,20-24,Local,West Midlands,30,21546,21576,139,94,198,ckd,2014
1,25-29,Local,West Midlands,55,23549,23604,233,176,303,ckd,2014
1,30-34,Local,West Midlands,69,24037,24106,286,223,362,ckd,2014
1,35-39,Local,West Midlands,138,23172,23310,592,498,699,ckd,2014
1,40-44,Local,West Midlands,242,28555,28797,840,738,953,ckd,2014
1,45-49,Local,West Midlands,483,30235,30718,1572,1436,1718,ckd,2014
1,50-54,Local,West Midlands,725,28068,28793,2518,2340,2706,ckd,2014
1,55-59,Local,West Midlands,1184,23256,24440,4845,4579,5121,ckd,2014
1,60-64,Local,West Midlands,2211,21106,23317,9482,9109,9866,ckd,2014
1,65-69,Local,West Midlands,3981,19684,23665,16822,16348,17305,ckd,2014
1,70-74,Local,West Midlands,4967,12902,17869,27797,27141,28460,ckd,2014
1,75-79,Local,West Midlands,6445,8417,14862,43366,42567,44167,ckd,2014
1,80-84,Local,West Midlands,6316,4554,10870,58105,57171,59035,ckd,2014
1,85-89,Local,West Midlands,4455,2096,6551,68005,66860,69134,ckd,2014
1,90-99,Local,West Midlands,2790,999,3789,73634,72200,75032,ckd,2014
1,<=9,Local,East of England,16,25623,25639,62,36,101,ckd,2014
1,10-14,Local,East of England,9,15105,15114,60,27,113,ckd,2014
1,15-19,Local,East of England,13,13783,13796,94,50,161,ckd,2014
1,20-24,Local,East of England,20,12334,12354,162,99,250,ckd,2014
1,25-29,Local,East of England,36,14873,14909,241,169,334,ckd,2014
1,30-34,Local,East of England,38,16749,16787,226,160,311,ckd,2014
1,35-39,Local,East of England,81,17204,17285,469,372,582,ckd,2014
1,40-44,Local,East of England,123,19045,19168,642,534,765,ckd,2014
1,45-49,Local,East of England,265,19618,19883,1333,1178,1502,ckd,2014
1,50-54,Local,East of England,488,17864,18352,2659,2431,2902,ckd,2014
1,55-59,Local,East of England,734,14430,15164,4840,4504,5194,ckd,2014
1,60-64,Local,East of England,1227,12214,13441,9129,8647,9628,ckd,2014
1,65-69,Local,East of England,2210,11021,13231,16703,16071,17350,ckd,2014
1,70-74,Local,East of England,2714,6483,9197,29510,28579,30454,ckd,2014
1,75-79,Local,East of England,3534,4677,8211,43040,41965,44119,ckd,2014
1,80-84,Local,East of England,3847,2655,6502,59166,57960,60364,ckd,2014
1,85-89,Local,East of England,2777,1298,4075,68147,66692,69577,ckd,2014
1,90-99,Local,East of England,1732,665,2397,72257,70417,74042,ckd,2014
1,<=9,Local,South West,7,29008,29015,24,10,50,ckd,2014
1,10-14,Local,South West,17,17589,17606,97,56,155,ckd,2014
1,15-19,Local,South West,20,19309,19329,103,63,160,ckd,2014
1,20-24,Local,South West,35,24325,24360,144,100,200,ckd,2014
1,25-29,Local,South West,49,20627,20676,237,175,313,ckd,2014
1,30-34,Local,South West,67,20642,20709,324,251,411,ckd,2014
1,35-39,Local,South West,93,19523,19616,474,383,580,ckd,2014
1,40-44,Local,South West,228,22610,22838,998,873,1136,ckd,2014
1,45-49,Local,South West,429,24818,25247,1699,1543,1866,ckd,2014
1,50-54,Local,South West,694,23492,24186,2869,2663,3088,ckd,2014
1,55-59,Local,South West,1126,20199,21325,5280,4984,5589,ckd,2014
1,60-64,Local,South West,1867,18654,20521,9098,8708,9500,ckd,2014
1,65-69,Local,South West,3359,17809,21168,15868,15378,16368,ckd,2014
1,70-74,Local,South West,4334,11475,15809,27415,26720,28117,ckd,2014
1,75-79,Local,South West,5375,7422,12797,42002,41145,42863,ckd,2014
1,80-84,Local,South West,5612,4410,10022,55997,55018,56972,ckd,2014
1,85-89,Local,South West,4413,2090,6503,67861,66710,68996,ckd,2014
1,90-99,Local,South West,2953,1109,4062,72698,71300,74064,ckd,2014
1,<=9,Local,South Central,16,47479,47495,34,19,55,ckd,2014
1,10-14,Local,South Central,24,29758,29782,81,52,120,ckd,2014
1,15-19,Local,South Central,25,27724,27749,90,58,133,ckd,2014
1,20-24,Local,South Central,46,24057,24103,191,140,254,ckd,2014
1,25-29,Local,South Central,51,27401,27452,186,138,244,ckd,2014
1,30-34,Local,South Central,70,30730,30800,227,177,287,ckd,2014
1,35-39,Local,South Central,143,32149,32292,443,373,521,ckd,2014
1,40-44,Local,South Central,239,37291,37530,637,559,723,ckd,2014
1,45-49,Local,South Central,498,39318,39816,1251,1144,1365,ckd,2014
1,50-54,Local,South Central,810,35694,36504,2219,2070,2375,ckd,2014
1,55-59,Local,South Central,1241,29534,30775,4032,3815,4258,ckd,2014
1,60-64,Local,South Central,2273,26141,28414,8000,7687,8321,ckd,2014
1,65-69,Local,South Central,4236,25415,29651,14286,13890,14690,ckd,2014
1,70-74,Local,South Central,5367,15832,21199,25317,24733,25908,ckd,2014
1,75-79,Local,South Central,6636,10263,16899,39269,38531,40010,ckd,2014
1,80-84,Local,South Central,6887,5964,12851,53591,52724,54456,ckd,2014
1,85-89,Local,South Central,5118,2839,7957,64321,63257,65374,ckd,2014
1,90-99,Local,South Central,3420,1468,4888,69967,68660,71250,ckd,2014
1,<=9,Local,London,25,53807,53832,46,30,69,ckd,2014
1,10-14,Local,London,24,30367,30391,79,51,117,ckd,2014
1,15-19,Local,London,22,27921,27943,79,49,119,ckd,2014
1,20-24,Local,London,44,28980,29024,152,110,203,ckd,2014
1,25-29,Local,London,69,36691,36760,188,146,237,ckd,2014
1,30-34,Local,London,127,41841,41968,303,252,360,ckd,2014
1,35-39,Local,London,178,40268,40446,440,378,510,ckd,2014
1,40-44,Local,London,387,40135,40522,955,863,1055,ckd,2014
1,45-49,Local,London,704,39653,40357,1744,1619,1877,ckd,2014
1,50-54,Local,London,1263,34534,35797,3528,3339,3725,ckd,2014
1,55-59,Local,London,1825,26825,28650,6370,6090,6659,ckd,2014
1,60-64,Local,London,2494,21009,23503,10611,10220,11012,ckd,2014
1,65-69,Local,London,4136,17781,21917,18871,18355,19396,ckd,2014
1,70-74,Local,London,4876,10777,15653,31151,30425,31883,ckd,2014
1,75-79,Local,London,6153,7255,13408,45891,45044,46739,ckd,2014
1,80-84,Local,London,6221,4174,10395,59846,58896,60790,ckd,2014
1,85-89,Local,London,4423,1958,6381,69315,68167,70446,ckd,2014
1,90-99,Local,London,2681,1044,3725,71973,70501,73411,ckd,2014
1,<=9,Local,South East Coast,18,47009,47027,38,23,60,ckd,2014
1,10-14,Local,South East Coast,15,29234,29249,51,29,85,ckd,2014
1,15-19,Local,South East Coast,24,26716,26740,90,58,134,ckd,2014
1,20-24,Local,South East Coast,41,24091,24132,170,122,230,ckd,2014
1,25-29,Local,South East Coast,55,25938,25993,212,159,275,ckd,2014
1,30-34,Local,South East Coast,75,27663,27738,270,213,339,ckd,2014
1,35-39,Local,South East Coast,131,28894,29025,451,377,535,ckd,2014
1,40-44,Local,South East Coast,254,34938,35192,722,636,816,ckd,2014
1,45-49,Local,South East Coast,505,37210,37715,1339,1225,1460,ckd,2014
1,50-54,Local,South East Coast,940,33889,34829,2699,2531,2875,ckd,2014
1,55-59,Local,South East Coast,1446,28486,29932,4831,4591,5080,ckd,2014
1,60-64,Local,South East Coast,2353,25003,27356,8601,8272,8940,ckd,2014
1,65-69,Local,South East Coast,4576,24527,29103,15723,15307,16147,ckd,2014
1,70-74,Local,South East Coast,5377,15153,20530,26191,25590,26798,ckd,2014
1,75-79,Local,South East Coast,6907,10438,17345,39821,39092,40554,ckd,2014
1,80-84,Local,South East Coast,7182,6025,13207,54380,53526,55232,ckd,2014
1,85-89,Local,South East Coast,5327,2756,8083,65904,64859,66937,ckd,2014
1,90-99,Local,South East Coast,3239,1478,4717,68667,67321,69989,ckd,2014
1,<=9,National,Northern Ireland,<5,suppressed,20838,19,5,49,ckd,2014
1,10-14,National,Northern Ireland,6,13395,13401,45,16,97,ckd,2014
1,15-19,National,Northern Ireland,15,12980,12995,115,65,190,ckd,2014
1,20-24,National,Northern Ireland,15,12803,12818,117,66,193,ckd,2014
1,25-29,National,Northern Ireland,32,14493,14525,220,151,311,ckd,2014
1,30-34,National,Northern Ireland,58,14818,14876,390,296,504,ckd,2014
1,35-39,National,Northern Ireland,92,13967,14059,654,528,802,ckd,2014
1,40-44,National,Northern Ireland,141,15235,15376,917,772,1081,ckd,2014
1,45-49,National,Northern Ireland,292,15843,16135,1810,1610,2027,ckd,2014
1,50-54,National,Northern Ireland,502,14763,15265,3289,3011,3584,ckd,2014
1,55-59,National,Northern Ireland,867,12503,13370,6485,6073,6915,ckd,2014
1,60-64,National,Northern Ireland,1329,10217,11546,11510,10934,12107,ckd,2014
1,65-69,National,Northern Ireland,2218,8344,10562,21000,20226,21789,ckd,2014
1,70-74,National,Northern Ireland,2823,5520,8343,33837,32821,34864,ckd,2014
1,75-79,National,Northern Ireland,3116,3154,6270,49697,48452,50942,ckd,2014
1,80-84,National,Northern Ireland,2934,1692,4626,63424,62017,64814,ckd,2014
1,85-89,National,Northern Ireland,1989,685,2674,74383,72684,76029,ckd,2014
1,90-99,National,Northern Ireland,1168,273,1441,81055,78934,83048,ckd,2014
1,<=9,National,Scotland,23,74973,74996,31,19,46,ckd,2014
1,10-14,National,Scotland,40,45361,45401,88,63,120,ckd,2014
1,15-19,National,Scotland,50,45063,45113,111,82,146,ckd,2014
1,20-24,National,Scotland,87,47549,47636,183,146,225,ckd,2014
1,25-29,National,Scotland,123,52168,52291,235,196,281,ckd,2014
1,30-34,National,Scotland,145,55204,55349,262,221,308,ckd,2014
1,35-39,National,Scotland,225,51352,51577,436,381,497,ckd,2014
1,40-44,National,Scotland,442,59812,60254,734,667,805,ckd,2014
1,45-49,National,Scotland,789,65646,66435,1188,1107,1273,ckd,2014
1,50-54,National,Scotland,1361,61832,63193,2154,2042,2270,ckd,2014
1,55-59,National,Scotland,2376,53652,56028,4241,4075,4411,ckd,2014
1,60-64,National,Scotland,4077,46324,50401,8089,7853,8331,ckd,2014
1,65-69,National,Scotland,7072,38692,45764,15453,15123,15788,ckd,2014
1,70-74,National,Scotland,9030,24971,34001,26558,26089,27031,ckd,2014
1,75-79,National,Scotland,11150,15814,26964,41351,40763,41942,ckd,2014
1,80-84,National,Scotland,10662,8371,19033,56018,55310,56725,ckd,2014
1,85-89,National,Scotland,7189,3425,10614,67731,66832,68620,ckd,2014
1,90-99,National,Scotland,3773,1346,5119,73706,72477,74908,ckd,2014
1,<=9,National,Wales,26,68183,68209,38,25,56,ckd,2014
1,10-14,National,Wales,34,40916,40950,83,58,116,ckd,2014
1,15-19,National,Wales,43,39733,39776,108,78,146,ckd,2014
1,20-24,National,Wales,53,43125,43178,123,92,161,ckd,2014
1,25-29,National,Wales,105,46206,46311,227,185,274,ckd,2014
1,30-34,National,Wales,141,47096,47237,298,251,352,ckd,2014
1,35-39,National,Wales,214,44277,44491,481,419,550,ckd,2014
1,40-44,National,Wales,402,51157,51559,780,706,859,ckd,2014
1,45-49,National,Wales,766,54487,55253,1386,1291,1487,ckd,2014
1,50-54,National,Wales,1278,51869,53147,2405,2276,2538,ckd,2014
1,55-59,National,Wales,2139,45068,47207,4531,4345,4723,ckd,2014
1,60-64,National,Wales,4061,41679,45740,8878,8619,9143,ckd,2014
1,65-69,National,Wales,7477,39080,46557,16060,15727,16397,ckd,2014
1,70-74,National,Wales,9377,25119,34496,27183,26714,27656,ckd,2014
1,75-79,National,Wales,11527,16060,27587,41784,41201,42369,ckd,2014
1,80-84,National,Wales,11025,8623,19648,56113,55415,56808,ckd,2014
1,85-89,National,Wales,8017,4067,12084,66344,65493,67187,ckd,2014
1,90-99,National,Wales,4946,2187,7133,69340,68255,70409,ckd,2014
1,<=9,Local,North East,<5,suppressed,5005,80,22,204,cancerever,2014
1,10-14,Local,North East,6,2983,2989,201,74,436,cancerever,2014
1,15-19,Local,North East,7,3143,3150,222,89,457,cancerever,2014
1,20-24,Local,North East,21,3452,3473,605,375,923,cancerever,2014
1,25-29,Local,North East,21,3709,3730,563,349,859,cancerever,2014
1,30-34,Local,North East,39,3466,3505,1113,792,1518,cancerever,2014
1,35-39,Local,North East,47,3096,3143,1495,1101,1984,cancerever,2014
1,40-44,Local,North East,90,3565,3655,2462,1985,3018,cancerever,2014
1,45-49,Local,North East,124,3971,4095,3028,2525,3600,cancerever,2014
1,50-54,Local,North East,193,3954,4147,4654,4033,5340,cancerever,2014
1,55-59,Local,North East,232,3479,3711,6252,5494,7079,cancerever,2014
1,60-64,Local,North East,337,2970,3307,10191,9180,11272,cancerever,2014
1,65-69,Local,North East,424,2780,3204,13233,12078,14456,cancerever,2014
1,70-74,Local,North East,422,1916,2338,18050,16510,19670,cancerever,2014
1,75-79,Local,North East,407,1652,2059,19767,18066,21554,cancerever,2014
1,80-84,Local,North East,318,1112,1430,22238,20106,24484,cancerever,2014
1,85-89,Local,North East,201,650,851,23619,20802,26620,cancerever,2014
1,90-99,Local,North East,96,331,427,22482,18608,26743,cancerever,2014
1,<=9,Local,North West,56,43948,44004,127,96,165,cancerever,2014
1,10-14,Local,North West,51,26298,26349,194,144,254,cancerever,2014
1,15-19,Local,North West,52,26202,26254,198,148,260,cancerever,2014
1,20-24,Local,North West,115,26419,26534,433,358,520,cancerever,2014
1,25-29,Local,North West,156,29144,29300,532,452,623,cancerever,2014
1,30-34,Local,North West,237,29636,29873,793,696,901,cancerever,2014
1,35-39,Local,North West,273,27879,28152,970,859,1091,cancerever,2014
1,40-44,Local,North West,549,33400,33949,1617,1486,1757,cancerever,2014
1,45-49,Local,North West,906,35566,36472,2484,2327,2649,cancerever,2014
1,50-54,Local,North West,1157,32951,34108,3392,3203,3590,cancerever,2014
1,55-59,Local,North West,1489,27656,29145,5109,4859,5368,cancerever,2014
1,60-64,Local,North West,2063,24977,27040,7629,7316,7952,cancerever,2014
1,65-69,Local,North West,2979,24998,27977,10648,10289,11015,cancerever,2014
1,70-74,Local,North West,2794,17333,20127,13882,13407,14367,cancerever,2014
1,75-79,Local,North West,2661,13675,16336,16289,15726,16864,cancerever,2014
1,80-84,Local,North West,2032,9405,11437,17767,17070,18480,cancerever,2014
1,85-89,Local,North West,1227,5303,6530,18790,17849,19759,cancerever,2014
1,90-99,Local,North West,650,2928,3578,18167,16916,19470,cancerever,2014
1,<=9,Local,Yorkshire & The Humber,5,3453,3458,145,47,337,cancerever,2014
1,10-14,Local,Yorkshire & The Humber,<5,suppressed,2048,195,53,499,cancerever,2014
1,15-19,Local,Yorkshire & The Humber,6,2030,2036,295,108,640,cancerever,2014
1,20-24,Local,Yorkshire & The Humber,5,2067,2072,241,78,562,cancerever,2014
1,25-29,Local,Yorkshire & The Humber,11,2067,2078,529,265,945,cancerever,2014
1,30-34,Local,Yorkshire & The Humber,14,2070,2084,672,368,1125,cancerever,2014
1,35-39,Local,Yorkshire & The Humber,29,2026,2055,1411,947,2020,cancerever,2014
1,40-44,Local,Yorkshire & The Humber,51,2568,2619,1947,1453,2552,cancerever,2014
1,45-49,Local,Yorkshire & The Humber,75,2824,2899,2587,2040,3232,cancerever,2014
1,50-54,Local,Yorkshire & The Humber,122,2565,2687,4540,3785,5397,cancerever,2014
1,55-59,Local,Yorkshire & The Humber,128,2120,2248,5694,4772,6733,cancerever,2014
1,60-64,Local,Yorkshire & The Humber,217,2112,2329,9317,8167,10571,cancerever,2014
1,65-69,Local,Yorkshire & The Humber,256,1979,2235,11454,10163,12848,cancerever,2014
1,70-74,Local,Yorkshire & The Humber,233,1356,1589,14663,12959,16499,cancerever,2014
1,75-79,Local,Yorkshire & The Humber,238,1099,1337,17801,15786,19959,cancerever,2014
1,80-84,Local,Yorkshire & The Humber,182,825,1007,18073,15743,20592,cancerever,2014
1,85-89,Local,Yorkshire & The Humber,103,405,508,20276,16862,24039,cancerever,2014
1,90-99,Local,Yorkshire & The Humber,43,212,255,16863,12481,22034,cancerever,2014
1,<=9,Local,East Midlands,<5,suppressed,834,120,3,666,cancerever,2014
1,10-14,Local,East Midlands,<5,suppressed,477,210,5,1162,cancerever,2014
1,15-19,Local,East Midlands,<5,suppressed,502,398,48,1432,cancerever,2014
1,20-24,Local,East Midlands,10,515,525,1905,917,3475,cancerever,2014
1,25-29,Local,East Midlands,15,472,487,3080,1734,5029,cancerever,2014
1,30-34,Local,East Midlands,23,501,524,4389,2802,6514,cancerever,2014
1,35-39,Local,East Midlands,12,477,489,2454,1274,4247,cancerever,2014
1,40-44,Local,East Midlands,14,560,574,2439,1340,4058,cancerever,2014
1,45-49,Local,East Midlands,15,609,624,2404,1352,3934,cancerever,2014
1,50-54,Local,East Midlands,24,598,622,3859,2488,5687,cancerever,2014
1,55-59,Local,East Midlands,19,475,494,3846,2331,5941,cancerever,2014
1,60-64,Local,East Midlands,42,487,529,7940,5782,10581,cancerever,2014
1,65-69,Local,East Midlands,60,432,492,12195,9437,15417,cancerever,2014
1,70-74,Local,East Midlands,38,301,339,11209,8056,15060,cancerever,2014
1,75-79,Local,East Midlands,41,230,271,15129,11081,19960,cancerever,2014
1,80-84,Local,East Midlands,25,138,163,15337,10178,21803,cancerever,2014
1,85-89,Local,East Midlands,12,87,99,12121,6423,20216,cancerever,2014
1,90-99,Local,East Midlands,6,44,50,12000,4534,24310,cancerever,2014
1,<=9,Local,West Midlands,87,37236,37323,233,187,287,cancerever,2014
1,10-14,Local,West Midlands,112,23083,23195,483,398,581,cancerever,2014
1,15-19,Local,West Midlands,132,22426,22558,585,490,694,cancerever,2014
1,20-24,Local,West Midlands,156,21420,21576,723,614,845,cancerever,2014
1,25-29,Local,West Midlands,256,23348,23604,1085,956,1225,cancerever,2014
1,30-34,Local,West Midlands,273,23833,24106,1132,1003,1274,cancerever,2014
1,35-39,Local,West Midlands,342,22968,23310,1467,1317,1630,cancerever,2014
1,40-44,Local,West Midlands,532,28265,28797,1847,1695,2010,cancerever,2014
1,45-49,Local,West Midlands,926,29792,30718,3015,2826,3212,cancerever,2014
1,50-54,Local,West Midlands,1186,27607,28793,4119,3892,4355,cancerever,2014
1,55-59,Local,West Midlands,1389,23051,24440,5683,5396,5981,cancerever,2014
1,60-64,Local,West Midlands,1893,21424,23317,8119,7771,8476,cancerever,2014
1,65-69,Local,West Midlands,2653,21012,23665,11211,10811,11620,cancerever,2014
1,70-74,Local,West Midlands,2555,15314,17869,14299,13788,14820,cancerever,2014
1,75-79,Local,West Midlands,2495,12367,14862,16788,16190,17399,cancerever,2014
1,80-84,Local,West Midlands,2008,8862,10870,18473,17747,19215,cancerever,2014
1,85-89,Local,West Midlands,1237,5314,6551,18883,17941,19852,cancerever,2014
1,90-99,Local,West Midlands,692,3097,3789,18263,17045,19531,cancerever,2014
1,<=9,Local,East of England,33,25606,25639,129,89,181,cancerever,2014
1,10-14,Local,East of England,22,15092,15114,146,91,220,cancerever,2014
1,15-19,Local,East of England,45,13751,13796,326,238,436,cancerever,2014
1,20-24,Local,East of England,37,12317,12354,299,211,413,cancerever,2014
1,25-29,Local,East of England,79,14830,14909,530,420,660,cancerever,2014
1,30-34,Local,East of England,156,16631,16787,929,790,1086,cancerever,2014
1,35-39,Local,East of England,223,17062,17285,1290,1127,1470,cancerever,2014
1,40-44,Local,East of England,321,18847,19168,1675,1498,1866,cancerever,2014
1,45-49,Local,East of England,551,19332,19883,2771,2547,3009,cancerever,2014
1,50-54,Local,East of England,761,17591,18352,4147,3863,4445,cancerever,2014
1,55-59,Local,East of England,887,14277,15164,5849,5481,6235,cancerever,2014
1,60-64,Local,East of England,1188,12253,13441,8839,8364,9331,cancerever,2014
1,65-69,Local,East of England,1532,11699,13231,11579,11038,12136,cancerever,2014
1,70-74,Local,East of England,1404,7793,9197,15266,14536,16017,cancerever,2014
1,75-79,Local,East of England,1473,6738,8211,17939,17115,18787,cancerever,2014
1,80-84,Local,East of England,1304,5198,6502,20055,19088,21050,cancerever,2014
1,85-89,Local,East of England,896,3179,4075,21988,20724,23291,cancerever,2014
1,90-99,Local,East of England,482,1915,2397,20108,18520,21770,cancerever,2014
1,<=9,Local,South West,29,28986,29015,100,67,144,cancerever,2014
1,10-14,Local,South West,30,17576,17606,170,115,243,cancerever,2014
1,15-19,Local,South West,57,19272,19329,295,223,382,cancerever,2014
1,20-24,Local,South West,64,24296,24360,263,202,335,cancerever,2014
1,25-29,Local,South West,104,20572,20676,503,411,609,cancerever,2014
1,30-34,Local,South West,164,20545,20709,792,676,922,cancerever,2014
1,35-39,Local,South West,222,19394,19616,1132,988,1290,cancerever,2014
1,40-44,Local,South West,354,22484,22838,1550,1394,1719,cancerever,2014
1,45-49,Local,South West,658,24589,25247,2606,2413,2810,cancerever,2014
1,50-54,Local,South West,890,23296,24186,3680,3446,3925,cancerever,2014
1,55-59,Local,South West,1115,20210,21325,5229,4934,5536,cancerever,2014
1,60-64,Local,South West,1666,18855,20521,8119,7748,8501,cancerever,2014
1,65-69,Local,South West,2302,18866,21168,10875,10459,11302,cancerever,2014
1,70-74,Local,South West,2275,13534,15809,14391,13847,14947,cancerever,2014
1,75-79,Local,South West,2199,10598,12797,17184,16534,17849,cancerever,2014
1,80-84,Local,South West,1924,8098,10022,19198,18431,19983,cancerever,2014
1,85-89,Local,South West,1266,5237,6503,19468,18512,20452,cancerever,2014
1,90-99,Local,South West,769,3293,4062,18932,17737,20171,cancerever,2014
1,<=9,Local,South Central,59,47436,47495,124,95,160,cancerever,2014
1,10-14,Local,South Central,60,29722,29782,201,154,259,cancerever,2014
1,15-19,Local,South Central,67,27682,27749,241,187,307,cancerever,2014
1,20-24,Local,South Central,76,24027,24103,315,249,395,cancerever,2014
1,25-29,Local,South Central,146,27306,27452,532,449,625,cancerever,2014
1,30-34,Local,South Central,242,30558,30800,786,690,891,cancerever,2014
1,35-39,Local,South Central,359,31933,32292,1112,1000,1232,cancerever,2014
1,40-44,Local,South Central,628,36902,37530,1673,1546,1808,cancerever,2014
1,45-49,Local,South Central,989,38827,39816,2484,2333,2642,cancerever,2014
1,50-54,Local,South Central,1359,35145,36504,3723,3531,3922,cancerever,2014
1,55-59,Local,South Central,1577,29198,30775,5124,4881,5377,cancerever,2014
1,60-64,Local,South Central,2197,26217,28414,7732,7424,8049,cancerever,2014
1,65-69,Local,South Central,3262,26389,29651,11001,10647,11363,cancerever,2014
1,70-74,Local,South Central,3065,18134,21199,14458,13987,14939,cancerever,2014
1,75-79,Local,South Central,2945,13954,16899,17427,16858,18008,cancerever,2014
1,80-84,Local,South Central,2382,10469,12851,18536,17867,19218,cancerever,2014
1,85-89,Local,South Central,1526,6431,7957,19178,18318,20061,cancerever,2014
1,90-99,Local,South Central,909,3979,4888,18597,17515,19716,cancerever,2014
1,<=9,Local,London,60,53772,53832,111,85,143,cancerever,2014
1,10-14,Local,London,58,30333,30391,191,145,247,cancerever,2014
1,15-19,Local,London,78,27865,27943,279,221,348,cancerever,2014
1,20-24,Local,London,111,28913,29024,382,315,460,cancerever,2014
1,25-29,Local,London,181,36579,36760,492,423,569,cancerever,2014
1,30-34,Local,London,261,41707,41968,622,549,702,cancerever,2014
1,35-39,Local,London,389,40057,40446,962,869,1062,cancerever,2014
1,40-44,Local,London,618,39904,40522,1525,1408,1649,cancerever,2014
1,45-49,Local,London,894,39463,40357,2215,2074,2364,cancerever,2014
1,50-54,Local,London,1247,34550,35797,3484,3296,3679,cancerever,2014
1,55-59,Local,London,1418,27232,28650,4949,4701,5207,cancerever,2014
1,60-64,Local,London,1798,21705,23503,7650,7313,7997,cancerever,2014
1,65-69,Local,London,2300,19617,21917,10494,10091,10907,cancerever,2014
1,70-74,Local,London,2074,13579,15653,13250,12722,13791,cancerever,2014
1,75-79,Local,London,2170,11238,13408,16184,15565,16819,cancerever,2014
1,80-84,Local,London,1835,8560,10395,17653,16924,18399,cancerever,2014
1,85-89,Local,London,1214,5167,6381,19025,18069,20010,cancerever,2014
1,90-99,Local,London,650,3075,3725,17450,16243,18707,cancerever,2014
1,<=9,Local,South East Coast,44,46983,47027,94,68,126,cancerever,2014
1,10-14,Local,South East Coast,48,29201,29249,164,121,218,cancerever,2014
1,15-19,Local,South East Coast,72,26668,26740,269,211,339,cancerever,2014
1,20-24,Local,South East Coast,80,24052,24132,332,263,412,cancerever,2014
1,25-29,Local,South East Coast,130,25863,25993,500,418,594,cancerever,2014
1,30-34,Local,South East Coast,226,27512,27738,815,712,928,cancerever,2014
1,35-39,Local,South East Coast,324,28701,29025,1116,999,1244,cancerever,2014
1,40-44,Local,South East Coast,599,34593,35192,1702,1570,1843,cancerever,2014
1,45-49,Local,South East Coast,927,36788,37715,2458,2304,2619,cancerever,2014
1,50-54,Local,South East Coast,1264,33565,34829,3629,3435,3831,cancerever,2014
1,55-59,Local,South East Coast,1620,28312,29932,5412,5159,5675,cancerever,2014
1,60-64,Local,South East Coast,2075,25281,27356,7585,7274,7905,cancerever,2014
1,65-69,Local,South East Coast,3162,25941,29103,10865,10510,11228,cancerever,2014
1,70-74,Local,South East Coast,2831,17699,20530,13790,13321,14269,cancerever,2014
1,75-79,Local,South East Coast,2916,14429,17345,16812,16258,17377,cancerever,2014
1,80-84,Local,South East Coast,2460,10747,13207,18626,17966,19301,cancerever,2014
1,85-89,Local,South East Coast,1549,6534,8083,19164,18311,20039,cancerever,2014
1,90-99,Local,South East Coast,846,3871,4717,17935,16850,19060,cancerever,2014
1,<=9,National,Northern Ireland,21,20817,20838,101,62,154,cancerever,2014
1,10-14,National,Northern Ireland,19,13382,13401,142,85,221,cancerever,2014
1,15-19,National,Northern Ireland,32,12963,12995,246,168,347,cancerever,2014
1,20-24,National,Northern Ireland,43,12775,12818,335,243,452,cancerever,2014
1,25-29,National,Northern Ireland,63,14462,14525,434,333,555,cancerever,2014
1,30-34,National,Northern Ireland,129,14747,14876,867,724,1030,cancerever,2014
1,35-39,National,Northern Ireland,156,13903,14059,1110,943,1297,cancerever,2014
1,40-44,National,Northern Ireland,284,15092,15376,1847,1640,2072,cancerever,2014
1,45-49,National,Northern Ireland,400,15735,16135,2479,2245,2731,cancerever,2014
1,50-54,National,Northern Ireland,571,14694,15265,3741,3445,4054,cancerever,2014
1,55-59,National,Northern Ireland,656,12714,13370,4907,4546,5286,cancerever,2014
1,60-64,National,Northern Ireland,903,10643,11546,7821,7337,8326,cancerever,2014
1,65-69,National,Northern Ireland,1159,9403,10562,10973,10383,11585,cancerever,2014
1,70-74,National,Northern Ireland,1131,7212,8343,13556,12829,14310,cancerever,2014
1,75-79,National,Northern Ireland,964,5306,6270,15375,14490,16292,cancerever,2014
1,80-84,National,Northern Ireland,839,3787,4626,18137,17036,19278,cancerever,2014
1,85-89,National,Northern Ireland,532,2142,2674,19895,18397,21460,cancerever,2014
1,90-99,National,Northern Ireland,284,1157,1441,19709,17683,21858,cancerever,2014
1,<=9,National,Scotland,61,74935,74996,81,62,104,cancerever,2014
1,10-14,National,Scotland,83,45318,45401,183,146,227,cancerever,2014
1,15-19,National,Scotland,124,44989,45113,275,229,328,cancerever,2014
1,20-24,National,Scotland,166,47470,47636,348,298,406,cancerever,2014
1,25-29,National,Scotland,272,52019,52291,520,460,586,cancerever,2014
1,30-34,National,Scotland,439,54910,55349,793,721,871,cancerever,2014
1,35-39,National,Scotland,591,50986,51577,1146,1056,1241,cancerever,2014
1,40-44,National,Scotland,983,59271,60254,1631,1532,1736,cancerever,2014
1,45-49,National,Scotland,1659,64776,66435,2497,2380,2619,cancerever,2014
1,50-54,National,Scotland,2316,60877,63193,3665,3520,3814,cancerever,2014
1,55-59,National,Scotland,3082,52946,56028,5501,5313,5693,cancerever,2014
1,60-64,National,Scotland,3958,46443,50401,7853,7620,8091,cancerever,2014
1,65-69,National,Scotland,4994,40770,45764,10913,10628,11202,cancerever,2014
1,70-74,National,Scotland,4807,29194,34001,14138,13769,14513,cancerever,2014
